Brand,Variety,Style,Country,Stars,Country / Region,2014,2015,2016,2017,2018
Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,United States,3.25,USA,"4,280","4,080","4,100","4,130","4,400"
Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,Taiwan,710,680,770,820,830
Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3,Netherlands,20,20,20,30,20
Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25,Germany,180,190,200,200,200
Master Kong,Mushroom Instant Noodle,Bowl,China/Hong Kong,4.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,Netherlands,20,20,20,30,20
MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4,Bangladesh,250,270,290,350,310
Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,Hungary,20,20,30,30,30
Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Crystal Noodle,Soup All Natural Hot & Sour,Cup,United States,0.25,USA,"4,280","4,080","4,100","4,130","4,400"
Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,United States,2.5,USA,"4,280","4,080","4,100","4,130","4,400"
iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,Netherlands,20,20,20,30,20
Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0,Canada,190,190,190,190,190
Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Cintan,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,3.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Super,Kimchi,Cup,Malaysia,4.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Super,Curry Flavour Noodles,Cup,Malaysia,3,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Pama,Kua Teaw Segera,Pack,Malaysia,4,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,United States,4.25,USA,"4,280","4,080","4,100","4,130","4,400"
Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5,Netherlands,20,20,20,30,20
Western Family,Beef Flavour Instant Noodles,Pack,Canada,0,Canada,190,190,190,190,190
MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
JML,Spicy King Spicy Chicken,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China/Hong Kong,4.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
JML,Spicy King Spicy Pork,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
JML,Spicy King Spicy Beef,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Mamee,Chef Lontong Flavour,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4,Cambodia,250,270,280,330,330
Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,Finland,10,10,10,10,10
Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4,Taiwan,710,680,770,820,830
Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,United States,1,USA,"4,280","4,080","4,100","4,130","4,400"
New Touch,Homestyle Tonjiru,Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
Vit's,Duck Instant Noodles,Pack,Malaysia,3.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
iMee,Instant Noodles Beef Flavour,Pack,Netherlands,3.25,Netherlands,20,20,20,30,20
A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,Bangladesh,250,270,290,350,310
Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,United States,3.5,USA,"4,280","4,080","4,100","4,130","4,400"
Kuriki,Mayo Ramen,Pack,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,5,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3,Canada,190,190,190,190,190
Vit's,Curry Instant Noodles,Pack,Malaysia,3.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Unox,Good Noodles Kerrie,Pack,Netherlands,3.5,Netherlands,20,20,20,30,20
A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,Myanmar,410,460,570,590,600
Aroi,Curry Me! Penang White Curry Stir-fry Noodle,Pack,Malaysia,4.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,United States,2.5,USA,"4,280","4,080","4,100","4,130","4,400"
Master Kong,Braised Beef Noodle,Pack,China/Hong Kong,4.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4.25,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Mamee,Monster Snek Mi Pedas,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Master Kong,Tomato Sauce Instant Noodle,Bowl,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Koka,Laksa Singapura,Pack,Singapore,4.25,Singapore,130,130,130,130,130
Bonasia,Instant Noodles Beef Flavour,Pack,Germany,3.75,Germany,180,190,200,200,200
Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5,Cambodia,250,270,280,330,330
Wu-Mu,BBQ Pork Flavor Chow Mein,Pack,Taiwan,4.5,Taiwan,710,680,770,820,830
Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,Taiwan,710,680,770,820,830
Yamadai,Tenobe Somen,Bowl,Japan,3.25,Japan,"5,500","5,540","5,660","5,660","5,780"
Wei Lih,Jah Jan Men,Bowl,Taiwan,5,Taiwan,710,680,770,820,830
Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,3,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,Taiwan,710,680,770,820,830
Pirkka,Nuudeli Liha Nudlar Kott,Pack,Finland,3.5,Finland,10,10,10,10,10
Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
CarJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,Indonesia,"13,430","13,200","13,010","12,620","12,540"
Mamee,Chef Lontong Flavour,Cup,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Malaysia,4,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,Myanmar,410,460,570,590,600
Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Master Kong,Sichuan Hot Spicy Fish,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,Japan,"5,500","5,540","5,660","5,660","5,780"
Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4,Hungary,20,20,30,30,30
The Kitchen Food,Sibu Instant Kampua Original,Pack,Malaysia,4,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,Canada,190,190,190,190,190
Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Baixiang Noodles,Sour & Spicy Flavour,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Samyang Foods,Seafood Noodle,Cup,Japan,2.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,Japan,"5,500","5,540","5,660","5,660","5,780"
A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4,Taiwan,710,680,770,820,830
Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5,Myanmar,410,460,570,590,600
Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,Bangladesh,250,270,290,350,310
Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Chef's Grains Millet Noodle,Pack,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China/Hong Kong,3.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Chef's Grains Pea Noodle,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,Taiwan,710,680,770,820,830
Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Baixiang Noodles,Sauerkraut Flavor,Pack,China/Hong Kong,4.5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,Taiwan,710,680,770,820,830
Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,Canada,190,190,190,190,190
Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,Indonesia,"13,430","13,200","13,010","12,620","12,540"
A-One,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,1.25,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China/Hong Kong,3.75,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Sau Tao,Ho Fan Wonton Soup Flavored,Pack,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
United,Xi Gon Satay Onion Flavor,Pack,Vietnam,2.75,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,2.75,Pakistan,150,160,170,190,190
Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,Thailand,"3,070","3,070","3,360","3,390","3,460"
Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China/Hong Kong,4.25,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,Taiwan,710,680,770,820,830
No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,Canada,190,190,190,190,190
New Way,Spaghetti Instant Noodles,Tray,Vietnam,4,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,Philippines,"3,320","3,480","3,410","3,750","3,980"
Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Emart,Dare You! Habanero Jjajang Ramen,Cup,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Campbell's,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,Canada,190,190,190,190,190
One Dish Asia,Japanese Ramen Noodle,Bowl,United States,0,USA,"4,280","4,080","4,100","4,130","4,400"
Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,Taiwan,710,680,770,820,830
Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,Malaysia,"1,340","1,370","1,390","1,310","1,370"
A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3,Germany,180,190,200,200,200
